1,1,1446.48,724.81,93.80,276.15,-1,-1,-1,-1
2,1,1446.24,727.55,93.50,271.30,-1,-1,-1,-1
3,1,1445.81,735.12,93.80,271.45,-1,-1,-1,-1
4,1,1444.30,734.67,95.55,275.48,-1,-1,-1,-1
5,1,1443.00,738.16,98.43,282.28,-1,-1,-1,-1
6,1,1441.96,735.01,99.66,288.41,-1,-1,-1,-1
7,1,1434.01,733.24,101.07,293.92,-1,-1,-1,-1
8,1,1433.76,741.90,101.04,293.32,-1,-1,-1,-1
9,1,1436.78,758.71,94.52,273.83,-1,-1,-1,-1
10,1,1423.59,741.35,106.31,309.38,-1,-1,-1,-1
11,1,1425.60,755.72,102.02,296.24,-1,-1,-1,-1
12,1,1418.25,757.15,101.63,293.45,-1,-1,-1,-1
13,1,1420.75,772.89,95.61,277.11,-1,-1,-1,-1
14,1,1410.84,767.60,99.14,289.33,-1,-1,-1,-1
15,1,1487.47,693.96,89.23,259.15,-1,-1,-1,-1
16,1,1468.68,686.24,94.07,275.80,-1,-1,-1,-1
17,1,1452.70,687.60,93.93,272.45,-1,-1,-1,-1
18,1,1432.66,683.52,102.96,298.29,-1,-1,-1,-1
19,1,1434.20,687.12,98.74,290.58,-1,-1,-1,-1
1,2,1562.95,571.75,34.90,105.34,-1,-1,-1,-1
2,2,1562.38,569.86,35.90,109.57,-1,-1,-1,-1
3,2,1561.37,567.66,37.58,114.17,-1,-1,-1,-1
4,2,1558.37,565.24,42.68,130.69,-1,-1,-1,-1
5,2,1556.31,560.50,45.79,141.50,-1,-1,-1,-1
6,2,1559.10,561.98,40.86,124.13,-1,-1,-1,-1
7,2,1558.07,562.65,40.96,121.68,-1,-1,-1,-1
8,2,1559.54,558.19,39.75,117.33,-1,-1,-1,-1
9,2,1550.60,555.66,44.96,137.48,-1,-1,-1,-1
10,2,1549.64,555.43,45.75,137.62,-1,-1,-1,-1
11,2,1548.46,553.18,46.34,139.66,-1,-1,-1,-1
12,2,1546.35,563.18,36.68,107.03,-1,-1,-1,-1
13,2,1544.00,565.46,38.09,115.38,-1,-1,-1,-1
14,2,1543.67,559.50,38.62,114.38,-1,-1,-1,-1
15,2,1534.47,557.72,43.48,132.15,-1,-1,-1,-1
16,2,1525.55,554.19,46.78,141.04,-1,-1,-1,-1
17,2,1523.56,556.57,45.34,134.29,-1,-1,-1,-1
18,2,1518.27,557.09,44.29,132.67,-1,-1,-1,-1
19,2,1510.85,560.63,42.56,126.12,-1,-1,-1,-1
20,2,1505.56,565.34,39.31,117.30,-1,-1,-1,-1
21,2,1496.61,562.18,41.29,123.30,-1,-1,-1,-1
22,2,1493.76,562.30,41.50,122.98,-1,-1,-1,-1
23,2,1486.19,562.32,42.19,122.51,-1,-1,-1,-1
24,2,1475.14,554.98,47.12,137.66,-1,-1,-1,-1
25,2,1468.08,556.86,45.52,133.57,-1,-1,-1,-1
26,2,1459.80,559.56,45.37,130.35,-1,-1,-1,-1
27,2,1445.56,557.31,46.17,134.17,-1,-1,-1,-1
28,2,1437.99,557.94,45.08,132.35,-1,-1,-1,-1
