1,1,769.93,450.03,68.03,207.69,-1,-1,-1,-1
2,1,772.10,457.64,65.35,201.21,-1,-1,-1,-1
3,1,775.57,449.74,69.02,207.72,-1,-1,-1,-1
4,1,777.64,452.44,66.91,202.81,-1,-1,-1,-1
5,1,779.53,453.43,66.30,201.38,-1,-1,-1,-1
6,1,785.82,452.51,66.66,201.07,-1,-1,-1,-1
7,1,788.34,452.36,65.80,201.12,-1,-1,-1,-1
8,1,791.89,449.08,69.05,207.63,-1,-1,-1,-1
9,1,791.82,447.12,70.15,212.20,-1,-1,-1,-1
10,1,793.11,448.46,69.44,208.81,-1,-1,-1,-1
11,1,794.71,448.31,68.41,207.02,-1,-1,-1,-1
12,1,799.67,447.96,70.00,209.96,-1,-1,-1,-1
13,1,802.38,445.67,69.50,211.88,-1,-1,-1,-1
14,1,807.58,447.30,70.03,209.55,-1,-1,-1,-1
15,1,807.32,444.40,71.41,214.05,-1,-1,-1,-1
16,1,807.09,442.62,73.09,219.86,-1,-1,-1,-1
17,1,806.06,439.39,75.48,226.63,-1,-1,-1,-1
18,1,809.48,443.92,71.34,216.49,-1,-1,-1,-1
19,1,814.71,438.74,75.33,227.06,-1,-1,-1,-1
20,1,815.41,442.07,73.41,221.89,-1,-1,-1,-1
21,1,821.28,438.73,76.11,227.72,-1,-1,-1,-1
22,1,823.35,441.32,73.59,222.57,-1,-1,-1,-1
23,1,824.65,440.76,72.80,222.57,-1,-1,-1,-1
24,1,832.63,450.99,70.85,214.23,-1,-1,-1,-1
25,1,838.75,451.87,71.93,213.53,-1,-1,-1,-1
26,1,842.63,451.69,66.87,200.40,-1,-1,-1,-1
1,2,1370.66,436.40,86.75,259.04,-1,-1,-1,-1
2,2,1364.24,429.21,92.82,274.77,-1,-1,-1,-1
3,2,1357.12,431.75,91.98,270.96,-1,-1,-1,-1
4,2,1349.85,428.45,92.52,275.55,-1,-1,-1,-1
5,2,1343.37,430.27,91.67,272.69,-1,-1,-1,-1
6,2,1338.08,435.73,87.48,262.44,-1,-1,-1,-1
7,2,1330.30,436.01,87.67,261.58,-1,-1,-1,-1
8,2,1324.85,423.17,94.25,275.47,-1,-1,-1,-1
9,2,1312.12,434.70,89.48,264.89,-1,-1,-1,-1
10,2,1302.53,436.81,90.04,263.08,-1,-1,-1,-1
11,2,1296.10,439.53,87.33,256.90,-1,-1,-1,-1
12,2,1288.26,442.26,85.90,251.31,-1,-1,-1,-1
13,2,1280.24,431.12,87.75,258.50,-1,-1,-1,-1
14,2,1279.02,431.21,87.78,256.64,-1,-1,-1,-1
15,2,1273.99,432.73,85.50,253.67,-1,-1,-1,-1
16,2,1265.96,429.25,87.35,261.77,-1,-1,-1,-1
17,2,1264.59,432.02,85.91,254.34,-1,-1,-1,-1
18,2,1258.29,432.72,84.26,253.00,-1,-1,-1,-1
19,2,1250.11,428.09,86.63,262.14,-1,-1,-1,-1
20,2,1248.34,432.75,86.11,254.56,-1,-1,-1,-1
21,2,1241.99,433.06,84.49,253.04,-1,-1,-1,-1
22,2,1235.07,438.22,82.45,245.14,-1,-1,-1,-1
23,2,1219.12,441.19,81.09,240.55,-1,-1,-1,-1
24,2,1217.63,457.81,69.22,208.06,-1,-1,-1,-1
25,2,1217.65,466.70,66.86,201.11,-1,-1,-1,-1
26,2,1214.27,471.16,57.94,177.34,-1,-1,-1,-1
1,3,1603.27,389.02,195.50,534.68,-1,-1,-1,-1
2,3,1612.83,386.85,191.70,523.55,-1,-1,-1,-1
3,3,1620.53,391.00,192.55,531.36,-1,-1,-1,-1
4,3,1630.51,397.59,189.02,533.38,-1,-1,-1,-1
5,3,1638.05,406.70,189.69,515.24,-1,-1,-1,-1
6,3,1654.13,424.07,188.37,495.78,-1,-1,-1,-1
7,3,1653.75,404.56,190.37,520.19,-1,-1,-1,-1
8,3,1657.20,395.50,214.66,553.71,-1,-1,-1,-1
9,3,1669.33,397.09,207.45,549.97,-1,-1,-1,-1
10,3,1680.75,384.67,216.37,559.20,-1,-1,-1,-1
11,3,1684.39,385.21,224.63,574.02,-1,-1,-1,-1
12,3,1701.86,373.63,221.89,581.63,-1,-1,-1,-1
13,3,1713.26,391.97,215.20,559.66,-1,-1,-1,-1
14,3,1716.49,389.63,224.62,596.52,-1,-1,-1,-1
15,3,1733.99,383.67,220.29,591.87,-1,-1,-1,-1
16,3,1742.20,383.56,219.00,592.05,-1,-1,-1,-1
1,4,863.35,423.26,185.38,514.26,-1,-1,-1,-1
2,4,860.32,416.34,191.21,527.77,-1,-1,-1,-1
3,4,867.26,420.58,192.97,535.38,-1,-1,-1,-1
4,4,861.23,417.95,190.82,540.62,-1,-1,-1,-1
5,4,869.06,418.88,190.17,538.65,-1,-1,-1,-1
6,4,870.28,417.13,187.14,526.31,-1,-1,-1,-1
7,4,870.52,416.11,186.99,528.70,-1,-1,-1,-1
8,4,867.15,411.48,193.85,537.82,-1,-1,-1,-1
9,4,867.81,412.92,191.53,534.88,-1,-1,-1,-1
10,4,866.79,418.07,193.74,540.10,-1,-1,-1,-1
11,4,867.66,417.21,191.69,526.15,-1,-1,-1,-1
12,4,860.31,418.00,192.11,524.41,-1,-1,-1,-1
13,4,859.49,424.64,193.33,527.65,-1,-1,-1,-1
14,4,857.84,414.23,196.82,531.90,-1,-1,-1,-1
15,4,856.92,411.39,198.49,537.62,-1,-1,-1,-1
16,4,856.61,408.60,198.24,543.15,-1,-1,-1,-1
17,4,856.69,411.25,198.28,538.19,-1,-1,-1,-1
18,4,854.40,408.90,201.56,543.11,-1,-1,-1,-1
19,4,852.23,396.88,207.18,550.57,-1,-1,-1,-1
20,4,856.48,410.49,198.41,539.53,-1,-1,-1,-1
21,4,856.60,409.77,198.10,540.61,-1,-1,-1,-1
22,4,855.48,400.83,200.36,542.55,-1,-1,-1,-1
23,4,857.64,402.11,195.89,539.76,-1,-1,-1,-1
24,4,858.78,405.93,194.12,531.94,-1,-1,-1,-1
25,4,861.58,410.47,188.41,523.37,-1,-1,-1,-1
26,4,859.12,403.11,193.99,537.87,-1,-1,-1,-1
27,4,859.59,403.64,193.64,536.80,-1,-1,-1,-1
28,4,858.28,402.59,195.94,538.98,-1,-1,-1,-1
29,4,868.05,404.06,191.22,536.08,-1,-1,-1,-1
30,4,863.52,400.30,201.15,559.01,-1,-1,-1,-1
31,4,860.66,393.40,206.31,557.72,-1,-1,-1,-1
32,4,866.03,409.15,195.74,541.78,-1,-1,-1,-1
33,4,865.41,408.95,196.64,542.77,-1,-1,-1,-1
34,4,869.24,423.04,189.17,530.24,-1,-1,-1,-1
35,4,865.23,411.14,196.82,538.49,-1,-1,-1,-1
36,4,867.89,420.18,191.54,535.83,-1,-1,-1,-1
37,4,865.98,417.23,195.59,541.94,-1,-1,-1,-1
38,4,868.05,412.19,192.37,536.31,-1,-1,-1,-1
39,4,868.14,413.55,192.01,533.08,-1,-1,-1,-1
40,4,869.12,413.87,190.40,532.32,-1,-1,-1,-1
41,4,875.80,405.58,192.20,532.87,-1,-1,-1,-1
42,4,875.67,406.61,192.62,530.96,-1,-1,-1,-1
43,4,876.24,403.08,191.62,522.64,-1,-1,-1,-1
44,4,875.80,399.89,192.44,528.51,-1,-1,-1,-1
45,4,873.98,393.68,196.58,540.66,-1,-1,-1,-1
46,4,875.97,397.98,192.97,531.83,-1,-1,-1,-1
47,4,876.47,403.74,191.50,536.01,-1,-1,-1,-1
48,4,885.94,405.39,186.38,518.22,-1,-1,-1,-1
49,4,884.89,411.95,188.80,520.41,-1,-1,-1,-1
50,4,887.49,411.26,184.32,521.10,-1,-1,-1,-1
51,4,886.15,411.11,186.05,522.63,-1,-1,-1,-1
52,4,884.83,405.79,188.56,532.84,-1,-1,-1,-1
53,4,885.24,405.28,188.17,533.52,-1,-1,-1,-1
54,4,885.91,404.36,187.56,535.54,-1,-1,-1,-1
55,4,894.92,409.71,184.23,524.89,-1,-1,-1,-1
56,4,895.37,410.72,183.45,522.90,-1,-1,-1,-1
57,4,893.17,402.41,188.58,539.37,-1,-1,-1,-1
58,4,895.39,407.61,184.61,528.60,-1,-1,-1,-1
59,4,893.38,401.48,189.48,541.28,-1,-1,-1,-1
60,4,893.38,400.38,190.31,543.04,-1,-1,-1,-1
61,4,893.55,395.34,189.90,538.13,-1,-1,-1,-1
62,4,902.81,399.05,186.07,530.54,-1,-1,-1,-1
63,4,901.02,394.57,190.39,539.73,-1,-1,-1,-1
64,4,907.38,394.23,192.39,540.20,-1,-1,-1,-1
65,4,908.70,404.64,190.22,534.61,-1,-1,-1,-1
66,4,909.99,407.43,187.62,528.89,-1,-1,-1,-1
67,4,913.27,414.19,181.63,515.67,-1,-1,-1,-1
68,4,918.31,408.53,186.69,526.84,-1,-1,-1,-1
69,4,918.47,411.14,185.86,521.89,-1,-1,-1,-1
70,4,917.85,407.91,187.76,528.61,-1,-1,-1,-1
71,4,919.56,410.33,185.48,523.98,-1,-1,-1,-1
72,4,928.92,423.49,181.71,513.24,-1,-1,-1,-1
73,4,929.51,422.20,181.56,515.97,-1,-1,-1,-1
74,4,935.33,416.24,184.57,528.10,-1,-1,-1,-1
75,4,934.88,414.35,185.92,532.03,-1,-1,-1,-1
